,Z,N,A,Pasym,ZPAR,NPAR,VZ,VN,MASS,U
707,27.0,44.0,71.0,0.23943661971830985,1,0,-1.0,-6.0,70.952366923,0.00049923
708,28.0,43.0,71.0,0.2112676056338028,0,1,0.0,-7.0,70.940518962,2.401e-06
709,29.0,42.0,71.0,0.18309859154929578,1,0,1.0,-8.0,70.932676831,1.6000000000000001e-06
710,30.0,41.0,71.0,0.15492957746478872,0,1,2.0,-9.0,70.927719578,2.849e-06
711,31.0,40.0,71.0,0.1267605633802817,1,0,3.0,-10.0,70.924702554,8.7e-07
712,32.0,39.0,71.0,0.09859154929577464,0,1,4.0,-11.0,70.92495212,8.74e-07
713,33.0,38.0,71.0,0.07042253521126761,1,0,5.0,10.0,70.927113594,4.469e-06
714,34.0,37.0,71.0,0.04225352112676056,0,1,6.0,9.0,70.932209431,3e-06
715,35.0,36.0,71.0,0.014084507042253521,1,0,7.0,8.0,70.939342153,5.799000000000001e-06
716,36.0,35.0,71.0,-0.014084507042253521,0,1,8.0,7.0,70.950265695,0.000138238
717,37.0,34.0,71.0,-0.04225352112676056,1,0,9.0,6.0,70.965335,0.000429
718,25.0,47.0,72.0,0.3055555555555556,1,1,-3.0,-3.0,71.988009,0.000644
719,26.0,46.0,72.0,0.2777777777777778,0,0,-2.0,-4.0,71.968599,0.000537
720,27.0,45.0,72.0,0.25,1,1,-1.0,-5.0,71.956736,0.000322
721,28.0,44.0,72.0,0.2222222222222222,0,0,0.0,-6.0,71.941785924,2.401e-06
722,29.0,43.0,72.0,0.19444444444444445,1,1,1.0,-7.0,71.935820306,1.5e-06
723,30.0,42.0,72.0,0.16666666666666666,0,0,2.0,-8.0,71.926842806,2.3e-06
724,31.0,41.0,72.0,0.1388888888888889,1,1,3.0,-9.0,71.926367452,8.78e-07
725,32.0,40.0,72.0,0.1111111111111111,0,0,4.0,-10.0,71.922075824,8.1e-08
726,33.0,39.0,72.0,0.08333333333333333,1,1,5.0,-11.0,71.926752291,4.383e-06
727,34.0,38.0,72.0,0.05555555555555555,0,0,6.0,10.0,71.927140506,2.1000000000000002e-06
728,35.0,37.0,72.0,0.027777777777777776,1,1,7.0,9.0,71.936594606,1.1e-06
729,36.0,36.0,72.0,0.0,0,0,8.0,8.0,71.942092406,8.599999999999999e-06
730,37.0,35.0,72.0,-0.027777777777777776,1,1,9.0,7.0,71.958851,0.000537
731,25.0,48.0,73.0,0.3150684931506849,1,0,-3.0,-2.0,72.992807,0.000644
732,26.0,47.0,73.0,0.2876712328767123,0,1,-2.0,-3.0,72.974246,0.000537
733,27.0,46.0,73.0,0.2602739726027397,1,0,-1.0,-4.0,72.959238,0.000322
734,28.0,45.0,73.0,0.2328767123287671,0,1,0.0,-5.0,72.946206681,2.601e-06
735,29.0,44.0,73.0,0.2054794520547945,1,0,1.0,-6.0,72.936674376,2.084e-06
736,30.0,43.0,73.0,0.1780821917808219,0,1,2.0,-7.0,72.92958258,2e-06
737,31.0,42.0,73.0,0.1506849315068493,1,0,3.0,-8.0,72.92517468,1.8000000000000001e-06
738,32.0,41.0,73.0,0.1232876712328767,0,1,4.0,-9.0,72.923458954,6.1e-08
739,33.0,40.0,73.0,0.0958904109589041,1,0,5.0,-10.0,72.923829086,4.136e-06
740,34.0,39.0,73.0,0.0684931506849315,0,1,6.0,-11.0,72.926754881,7.969000000000001e-06
741,35.0,38.0,73.0,0.0410958904109589,1,0,7.0,10.0,72.931673441,7.237e-06
742,36.0,37.0,73.0,0.0136986301369863,0,1,8.0,9.0,72.939289193,7.061e-06
743,37.0,36.0,73.0,-0.0136986301369863,1,0,9.0,8.0,72.950604506,4.3793999999999994e-05
744,38.0,35.0,73.0,-0.0410958904109589,0,1,10.0,7.0,72.9657,0.00043
745,26.0,48.0,74.0,0.2972972972972973,0,0,-2.0,-2.0,73.977821,0.000537
746,27.0,47.0,74.0,0.2702702702702703,1,1,-1.0,-3.0,73.963993,0.000429
747,28.0,46.0,74.0,0.24324324324324326,0,0,0.0,-4.0,73.947718,0.000215
748,29.0,45.0,74.0,0.21621621621621623,1,1,1.0,-5.0,73.93987486,6.5999999999999995e-06
749,30.0,44.0,74.0,0.1891891891891892,0,0,2.0,-6.0,73.92940726,2.7e-06
750,31.0,43.0,74.0,0.16216216216216217,1,1,3.0,-7.0,73.926945725,3.214e-06
751,32.0,42.0,74.0,0.13513513513513514,0,0,4.0,-8.0,73.92117776,1.2999999999999999e-08
752,33.0,41.0,74.0,0.10810810810810811,1,1,5.0,-9.0,73.923928596,1.817e-06
753,34.0,40.0,74.0,0.08108108108108109,0,0,6.0,-10.0,73.922475933,1.5e-08
754,35.0,39.0,74.0,0.05405405405405406,1,1,7.0,-11.0,73.929910279,6.2640000000000005e-06
755,36.0,38.0,74.0,0.02702702702702703,0,0,8.0,10.0,73.933084016,2.161e-06
756,37.0,37.0,74.0,0.0,1,1,9.0,9.0,73.944265867,3.249e-06
757,38.0,36.0,74.0,-0.02702702702702703,0,0,10.0,8.0,73.95617,0.000107
758,26.0,49.0,75.0,0.30666666666666664,0,1,-2.0,-1.0,74.984219,0.000644
759,27.0,48.0,75.0,0.28,1,0,-1.0,-2.0,74.967192,0.000429
760,28.0,47.0,75.0,0.25333333333333335,0,1,0.0,-3.0,74.952506,0.000215
761,29.0,46.0,75.0,0.22666666666666666,1,0,1.0,-4.0,74.941523817,7.7e-07
762,30.0,45.0,75.0,0.2,0,1,2.0,-5.0,74.932840244,2.1000000000000002e-06
763,31.0,44.0,75.0,0.17333333333333334,1,0,3.0,-6.0,74.926504484,7.2e-07
764,32.0,43.0,75.0,0.14666666666666667,0,1,4.0,-7.0,74.92285837,5.5e-08
765,33.0,42.0,75.0,0.12,1,0,5.0,-8.0,74.921594562,9.48e-07
766,34.0,41.0,75.0,0.09333333333333334,0,1,6.0,-9.0,74.92252287,7.8e-08
767,35.0,40.0,75.0,0.06666666666666667,1,0,7.0,-10.0,74.925810566,4.6e-06
768,36.0,39.0,75.0,0.04,0,1,8.0,-11.0,74.930945744,8.7e-06
769,37.0,38.0,75.0,0.013333333333333334,1,0,9.0,10.0,74.9385732,1.266e-06
770,38.0,37.0,75.0,-0.013333333333333334,0,1,10.0,9.0,74.949952767,0.000236183
771,39.0,36.0,75.0,-0.04,1,0,-11.0,8.0,74.96584,0.000322
772,26.0,50.0,76.0,0.3157894736842105,0,0,-2.0,0.0,75.988631,0.000644
773,27.0,49.0,76.0,0.2894736842105263,1,1,-1.0,-1.0,75.972453,0.000537
774,28.0,48.0,76.0,0.2631578947368421,0,0,0.0,-2.0,75.954707,0.000322
775,29.0,47.0,76.0,0.23684210526315788,1,1,1.0,-3.0,75.945268974,9.8e-07
776,30.0,46.0,76.0,0.21052631578947367,0,0,2.0,-4.0,75.933114956,1.562e-06
777,31.0,45.0,76.0,0.18421052631578946,1,1,3.0,-5.0,75.928827624,2.1000000000000002e-06
778,32.0,44.0,76.0,0.15789473684210525,0,0,4.0,-6.0,75.921402725,1.8999999999999998e-08
779,33.0,43.0,76.0,0.13157894736842105,1,1,5.0,-7.0,75.922392011,9.51e-07
780,34.0,42.0,76.0,0.10526315789473684,0,0,6.0,-8.0,75.919213702,1.7e-08
781,35.0,41.0,76.0,0.07894736842105263,1,1,7.0,-9.0,75.924541574,1.0007e-05
782,36.0,40.0,76.0,0.05263157894736842,0,0,8.0,-10.0,75.925910743,4.308e-06
783,37.0,39.0,76.0,0.02631578947368421,1,1,9.0,-11.0,75.935073031,1.006e-06
784,38.0,38.0,76.0,0.0,0,0,10.0,10.0,75.94176276,3.7e-05
785,39.0,37.0,76.0,-0.02631578947368421,1,1,-11.0,9.0,75.958937,0.000322
786,27.0,50.0,77.0,0.2987012987012987,1,0,-1.0,0.0,76.976479,0.000644
787,28.0,49.0,77.0,0.2727272727272727,0,1,0.0,-1.0,76.959903,0.000429
788,29.0,48.0,77.0,0.24675324675324675,1,0,1.0,-2.0,76.947543599,1.3e-06
789,30.0,47.0,77.0,0.22077922077922077,0,1,2.0,-3.0,76.936887197,2.117e-06
790,31.0,46.0,77.0,0.19480519480519481,1,0,3.0,-4.0,76.929154299,2.6e-06
791,32.0,45.0,77.0,0.16883116883116883,0,1,4.0,-5.0,76.923549843,5.6e-08
792,33.0,44.0,77.0,0.14285714285714285,1,0,5.0,-6.0,76.920647555,1.816e-06
793,34.0,43.0,77.0,0.11688311688311688,0,1,6.0,-7.0,76.91991415,6.7e-08
794,35.0,42.0,77.0,0.09090909090909091,1,0,7.0,-8.0,76.921379193,3.017e-06
795,36.0,41.0,77.0,0.06493506493506493,0,1,8.0,-9.0,76.924669999,2.1000000000000002e-06
796,37.0,40.0,77.0,0.03896103896103896,1,0,9.0,-10.0,76.930401599,1.4e-06
797,38.0,39.0,77.0,0.012987012987012988,0,1,10.0,-11.0,76.937945454,8.5e-06
798,39.0,38.0,77.0,-0.012987012987012988,1,0,-11.0,10.0,76.950146,0.000218
799,40.0,37.0,77.0,-0.03896103896103896,0,1,-10.0,9.0,76.966076,0.000429
800,27.0,51.0,78.0,0.3076923076923077,1,1,-1.0,1.0,77.983553,0.000751
801,28.0,50.0,78.0,0.28205128205128205,0,0,0.0,0.0,77.962555,0.000429
802,29.0,49.0,78.0,0.2564102564102564,1,1,1.0,-1.0,77.951916524,1.4312e-05
803,30.0,48.0,78.0,0.23076923076923078,0,0,2.0,-2.0,77.938289204,2.086e-06
804,31.0,47.0,78.0,0.20512820512820512,1,1,3.0,-3.0,77.931610854,1.127e-06
805,32.0,46.0,78.0,0.1794871794871795,0,0,4.0,-4.0,77.922852911,3.795e-06
806,33.0,45.0,78.0,0.15384615384615385,1,1,5.0,-5.0,77.921827771,1.0498e-05
807,34.0,44.0,78.0,0.1282051282051282,0,0,6.0,-6.0,77.917309244,1.91e-07
808,35.0,43.0,78.0,0.10256410256410256,1,1,7.0,-7.0,77.921145858,3.842e-06
809,36.0,42.0,78.0,0.07692307692307693,0,0,8.0,-8.0,77.920366341,3.29e-07
810,37.0,41.0,78.0,0.05128205128205128,1,1,9.0,-9.0,77.928141866,3.475e-06
811,38.0,40.0,78.0,0.02564102564102564,0,0,10.0,-10.0,77.932179979,8e-06
812,39.0,39.0,78.0,0.0,1,1,-11.0,-11.0,77.94399,0.00032
813,40.0,38.0,78.0,-0.02564102564102564,0,0,-10.0,10.0,77.956146,0.000429
814,28.0,51.0,79.0,0.2911392405063291,0,1,0.0,1.0,78.969769,0.000537
815,29.0,50.0,79.0,0.26582278481012656,1,0,1.0,0.0,78.9544731,0.0001127
816,30.0,49.0,79.0,0.24050632911392406,0,1,2.0,-1.0,78.942638067,2.388e-06
817,31.0,48.0,79.0,0.21518987341772153,1,0,3.0,-2.0,78.932851582,1.296e-06
818,32.0,47.0,79.0,0.189873417721519,0,1,4.0,-3.0,78.925359506,3.9893e-05
819,33.0,46.0,79.0,0.16455696202531644,1,0,5.0,-4.0,78.920948419,5.716e-06
820,34.0,45.0,79.0,0.13924050632911392,0,1,6.0,-5.0,78.918499252,2.38e-07
821,35.0,44.0,79.0,0.11392405063291139,1,0,7.0,-6.0,78.918337574,1.074e-06
822,36.0,43.0,79.0,0.08860759493670886,0,1,8.0,-7.0,78.920082919,3.7360000000000003e-06
823,37.0,42.0,79.0,0.06329113924050633,1,0,9.0,-8.0,78.923990095,2.085e-06
824,38.0,41.0,79.0,0.0379746835443038,0,1,10.0,-9.0,78.929704692,7.967e-06
825,39.0,40.0,79.0,0.012658227848101266,1,0,-11.0,-10.0,78.937946,8.6e-05
826,40.0,39.0,79.0,-0.012658227848101266,0,1,-10.0,-11.0,78.94979,0.000322
827,41.0,38.0,79.0,-0.0379746835443038,1,0,-9.0,10.0,78.966022,0.000537
828,28.0,52.0,80.0,0.3,0,0,0.0,2.0,79.975051,0.000644
829,29.0,51.0,80.0,0.275,1,1,1.0,1.0,79.960623,0.000322
830,30.0,50.0,80.0,0.25,0,0,2.0,0.0,79.944552929,2.774e-06
831,31.0,49.0,80.0,0.225,1,1,3.0,-1.0,79.936420773,3.103e-06
832,32.0,48.0,80.0,0.2,0,0,4.0,-2.0,79.925350773,2.205e-06
833,33.0,47.0,80.0,0.175,1,1,5.0,-3.0,79.92247444,3.578e-06
834,34.0,46.0,80.0,0.15,0,0,6.0,-4.0,79.916521761,1.016e-06
835,35.0,45.0,80.0,0.125,1,1,7.0,-5.0,79.918529784,1.065e-06
836,36.0,44.0,80.0,0.1,0,0,8.0,-6.0,79.91637794,7.45e-07
837,37.0,43.0,80.0,0.075,1,1,9.0,-7.0,79.922516442,2e-06
838,38.0,42.0,80.0,0.05,0,0,10.0,-8.0,79.924517538,3.718e-06
839,39.0,41.0,80.0,0.025,1,1,-11.0,-9.0,79.93435475,6.701e-06
840,40.0,40.0,80.0,0.0,0,0,-10.0,-10.0,79.941213,0.000322
841,41.0,39.0,80.0,-0.025,1,1,-9.0,-11.0,79.958754,0.000429
842,28.0,53.0,81.0,0.30864197530864196,0,1,0.0,3.0,80.982727,0.000751
843,29.0,52.0,81.0,0.2839506172839506,1,0,1.0,2.0,80.965743,0.000322
844,30.0,51.0,81.0,0.25925925925925924,0,1,2.0,1.0,80.950402617,5.4e-06
845,31.0,50.0,81.0,0.2345679012345679,1,0,3.0,0.0,80.938133841,3.503e-06
846,32.0,49.0,81.0,0.20987654320987653,0,1,4.0,-1.0,80.928832941,2.205e-06
847,33.0,48.0,81.0,0.18518518518518517,1,0,5.0,-2.0,80.922132288,2.838e-06
848,34.0,47.0,81.0,0.16049382716049382,0,1,6.0,-3.0,80.917993019,1.049e-06
849,35.0,46.0,81.0,0.13580246913580246,1,0,7.0,-4.0,80.916288197,1.049e-06
850,36.0,45.0,81.0,0.1111111111111111,0,1,8.0,-5.0,80.916589703,1.152e-06
851,37.0,44.0,81.0,0.08641975308641975,1,0,9.0,-6.0,80.9189939,5.2649999999999996e-06
852,38.0,43.0,81.0,0.06172839506172839,0,1,10.0,-7.0,80.923211393,3.3580000000000003e-06
853,39.0,42.0,81.0,0.037037037037037035,1,0,-11.0,-8.0,80.929454283,5.802e-06
854,40.0,41.0,81.0,0.012345679012345678,0,1,-10.0,-9.0,80.938245,9.9e-05
855,41.0,40.0,81.0,-0.012345679012345678,1,0,-9.0,-10.0,80.95023,0.000429
856,42.0,39.0,81.0,-0.037037037037037035,0,1,-8.0,-11.0,80.966226,0.000537
857,28.0,54.0,82.0,0.3170731707317073,0,0,0.0,4.0,81.988492,0.000859
858,29.0,53.0,82.0,0.2926829268292683,1,1,1.0,3.0,81.972378,0.000429
859,30.0,52.0,82.0,0.2682926829268293,0,0,2.0,2.0,81.954574097,3.2999999999999997e-06
860,31.0,51.0,82.0,0.24390243902439024,1,1,3.0,1.0,81.943176531,2.604e-06
861,32.0,50.0,82.0,0.21951219512195122,0,0,4.0,0.0,81.929774031,2.405e-06
862,33.0,49.0,82.0,0.1951219512195122,1,1,5.0,-1.0,81.924738731,4.0030000000000005e-06
863,34.0,48.0,82.0,0.17073170731707318,0,0,6.0,-2.0,81.916699531,5e-07
864,35.0,47.0,82.0,0.14634146341463414,1,1,7.0,-3.0,81.916801752,1.042e-06
865,36.0,46.0,82.0,0.12195121951219512,0,0,8.0,-4.0,81.91348115368,5.9100000000000005e-09
866,37.0,45.0,82.0,0.0975609756097561,1,1,9.0,-5.0,81.918209023,3.23e-06
867,38.0,44.0,82.0,0.07317073170731707,0,0,10.0,-6.0,81.918399845,6.432e-06
868,39.0,43.0,82.0,0.04878048780487805,1,1,-11.0,-7.0,81.926930189,5.902e-06
869,40.0,42.0,82.0,0.024390243902439025,0,0,-10.0,-8.0,81.931707497,1.7e-06
870,41.0,41.0,82.0,0.0,1,1,-9.0,-9.0,81.94438,0.000322
871,42.0,40.0,82.0,-0.024390243902439025,0,0,-8.0,-10.0,81.956661,0.000429
872,29.0,54.0,83.0,0.30120481927710846,1,0,1.0,4.0,82.97811,0.000537
873,30.0,53.0,83.0,0.27710843373493976,0,1,2.0,3.0,82.961041,0.000322
874,31.0,52.0,83.0,0.25301204819277107,1,0,3.0,2.0,82.9471203,2.8039999999999998e-06
875,32.0,51.0,83.0,0.2289156626506024,0,1,4.0,1.0,82.9345391,2.604e-06
876,33.0,50.0,83.0,0.20481927710843373,1,0,5.0,0.0,82.9252069,3.004e-06
877,34.0,49.0,83.0,0.18072289156626506,0,1,6.0,-1.0,82.919118604,3.259e-06
878,35.0,48.0,83.0,0.1566265060240964,1,0,7.0,-2.0,82.915175285,4.073000000000001e-06
879,36.0,47.0,83.0,0.13253012048192772,0,1,8.0,-3.0,82.914126516,9e-09
880,37.0,46.0,83.0,0.10843373493975904,1,0,9.0,-4.0,82.915114181,2.5e-06
881,38.0,45.0,83.0,0.08433734939759036,0,1,10.0,-5.0,82.917554372,7.3360000000000006e-06
882,39.0,44.0,83.0,0.060240963855421686,1,0,-11.0,-6.0,82.922484026,2e-05
883,40.0,43.0,83.0,0.03614457831325301,0,1,-10.0,-7.0,82.929240926,6.902e-06
884,41.0,42.0,83.0,0.012048192771084338,1,0,-9.0,-8.0,82.93815,0.000174
885,42.0,41.0,83.0,-0.012048192771084338,0,1,-8.0,-9.0,82.950252,0.00043
886,43.0,40.0,83.0,-0.03614457831325301,1,0,-7.0,-10.0,82.966377,0.000537
887,29.0,55.0,84.0,0.30952380952380953,1,1,1.0,5.0,83.985271,0.000537
888,30.0,54.0,84.0,0.2857142857142857,0,0,2.0,4.0,83.965829,0.000429
889,31.0,53.0,84.0,0.2619047619047619,1,1,3.0,3.0,83.952663,3.2e-05
890,32.0,52.0,84.0,0.23809523809523808,0,0,4.0,2.0,83.93757509,3.403e-06
891,33.0,51.0,84.0,0.21428571428571427,1,1,5.0,1.0,83.92930329000001,3.403e-06
892,34.0,50.0,84.0,0.19047619047619047,0,0,6.0,0.0,83.918466761,2.105e-06
893,35.0,49.0,84.0,0.16666666666666666,1,1,7.0,-1.0,83.916496417,2.7622e-05
894,36.0,48.0,84.0,0.14285714285714285,0,0,8.0,-2.0,83.91149772708,4.1e-09
895,37.0,47.0,84.0,0.11904761904761904,1,1,9.0,-3.0,83.914375223,2.355e-06
896,38.0,46.0,84.0,0.09523809523809523,0,0,10.0,-4.0,83.913419118,1.334e-06
897,39.0,45.0,84.0,0.07142857142857142,1,1,-11.0,-5.0,83.92067106,4.615e-06
898,40.0,44.0,84.0,0.047619047619047616,0,0,-10.0,-6.0,83.923325663,5.902999999999999e-06
899,41.0,43.0,84.0,0.023809523809523808,1,1,-9.0,-7.0,83.934305711,4.3e-07
900,42.0,42.0,84.0,0.0,0,0,-8.0,-8.0,83.941846,0.00032
901,43.0,41.0,84.0,-0.023809523809523808,1,1,-7.0,-9.0,83.959527,0.000429
902,30.0,55.0,85.0,0.29411764705882354,0,1,2.0,5.0,84.973054,0.000537
903,31.0,54.0,85.0,0.27058823529411763,1,0,3.0,4.0,84.957333,4e-05
904,32.0,53.0,85.0,0.24705882352941178,0,1,4.0,3.0,84.942969658,4.0030000000000005e-06
905,33.0,52.0,85.0,0.2235294117647059,1,0,5.0,2.0,84.932163658,3.3039999999999996e-06
906,34.0,51.0,85.0,0.2,0,1,6.0,1.0,84.922260758,2.8039999999999998e-06
907,35.0,50.0,85.0,0.17647058823529413,1,0,7.0,0.0,84.915645758,3.3039999999999996e-06
908,36.0,49.0,85.0,0.15294117647058825,0,1,8.0,-1.0,84.91252726,2.147e-06
909,37.0,48.0,85.0,0.12941176470588237,1,0,9.0,-2.0,84.91178973604,5.3699999999999994e-09
910,38.0,47.0,85.0,0.10588235294117647,0,1,10.0,-3.0,84.912932041,3.02e-06
911,39.0,46.0,85.0,0.08235294117647059,1,0,-11.0,-4.0,84.916433039,2.0359999999999998e-05
912,40.0,45.0,85.0,0.058823529411764705,0,1,-10.0,-5.0,84.921443199,6.902e-06
913,41.0,44.0,85.0,0.03529411764705882,1,0,-9.0,-6.0,84.928845836,4.4e-06
914,42.0,43.0,85.0,0.011764705882352941,0,1,-8.0,-7.0,84.938260736,1.7e-05
915,43.0,42.0,85.0,-0.011764705882352941,1,0,-7.0,-8.0,84.950778,0.000429
916,44.0,41.0,85.0,-0.03529411764705882,0,1,-6.0,-9.0,84.967117,0.000537
917,30.0,56.0,86.0,0.3023255813953488,0,0,2.0,6.0,85.978463,0.000537
918,31.0,55.0,86.0,0.27906976744186046,1,1,3.0,5.0,85.963757,0.000429
919,32.0,54.0,86.0,0.2558139534883721,0,0,4.0,4.0,85.946967,0.00047
920,33.0,53.0,86.0,0.23255813953488372,1,1,5.0,3.0,85.936701532,3.703e-06
921,34.0,52.0,86.0,0.20930232558139536,0,0,6.0,2.0,85.924311732,2.705e-06
922,35.0,51.0,86.0,0.18604651162790697,1,1,7.0,1.0,85.918805432,3.3039999999999996e-06
923,36.0,50.0,86.0,0.16279069767441862,0,0,8.0,0.0,85.91061062468,3.99e-09
924,37.0,49.0,86.0,0.13953488372093023,1,1,9.0,-1.0,85.911167443,2.1399999999999998e-07
925,38.0,48.0,86.0,0.11627906976744186,0,0,10.0,-2.0,85.90926072473,5.63e-09
926,39.0,47.0,86.0,0.09302325581395349,1,1,-11.0,-3.0,85.914886095,1.5182e-05
927,40.0,46.0,86.0,0.06976744186046512,0,0,-10.0,-4.0,85.916296814,3.827e-06
928,41.0,45.0,86.0,0.046511627906976744,1,1,-9.0,-5.0,85.925781536,5.902999999999999e-06
929,42.0,44.0,86.0,0.023255813953488372,0,0,-8.0,-6.0,85.931174092,3.1469999999999997e-06
930,43.0,43.0,86.0,0.0,1,1,-7.0,-7.0,85.944637,0.000322
931,44.0,42.0,86.0,-0.023255813953488372,0,0,-6.0,-8.0,85.957305,0.000429
932,31.0,56.0,87.0,0.28735632183908044,1,0,3.0,6.0,86.969007,0.000537
933,32.0,55.0,87.0,0.26436781609195403,0,1,4.0,5.0,86.953204,0.000322
934,33.0,54.0,87.0,0.2413793103448276,1,0,5.0,4.0,86.940291716,3.204e-06
935,34.0,53.0,87.0,0.21839080459770116,0,1,6.0,3.0,86.928688616,2.405e-06
936,35.0,52.0,87.0,0.19540229885057472,1,0,7.0,2.0,86.920674016,3.404e-06
937,36.0,51.0,87.0,0.1724137931034483,0,1,8.0,1.0,86.913354759,2.6400000000000003e-07
938,37.0,50.0,87.0,0.14942528735632185,1,0,9.0,0.0,86.909180529,6e-09
939,38.0,49.0,87.0,0.12643678160919541,0,1,10.0,-1.0,86.90887749454,5.5e-09
940,39.0,48.0,87.0,0.10344827586206896,1,0,-11.0,-2.0,86.9108761,1.21e-06
941,40.0,47.0,87.0,0.08045977011494253,0,1,-10.0,-3.0,86.914817338,4.450000000000001e-06
942,41.0,46.0,87.0,0.05747126436781609,1,0,-9.0,-4.0,86.920692473,7.302e-06
943,42.0,45.0,87.0,0.034482758620689655,0,1,-8.0,-5.0,86.928196198,3.067e-06
944,43.0,44.0,87.0,0.011494252873563218,1,0,-7.0,-6.0,86.938067185,4.5e-06
945,44.0,43.0,87.0,-0.011494252873563218,0,1,-6.0,-7.0,86.950907,0.000429
946,31.0,57.0,88.0,0.29545454545454547,1,1,3.0,7.0,87.975963,0.000537
947,32.0,56.0,88.0,0.2727272727272727,0,0,4.0,6.0,87.957574,0.000429
948,33.0,55.0,88.0,0.25,1,1,5.0,5.0,87.94584,0.000215
949,34.0,54.0,88.0,0.22727272727272727,0,0,6.0,4.0,87.93141749,3.604e-06
950,35.0,53.0,88.0,0.20454545454545456,1,1,7.0,3.0,87.92408329,3.404e-06
951,36.0,52.0,88.0,0.18181818181818182,0,0,8.0,2.0,87.914447879,2.8e-06
952,37.0,51.0,88.0,0.1590909090909091,1,1,9.0,1.0,87.91131559,1.7000000000000001e-07
953,38.0,50.0,88.0,0.13636363636363635,0,0,10.0,0.0,87.905612253,6e-09
954,39.0,49.0,88.0,0.11363636363636363,1,1,-11.0,-1.0,87.909501274,1.61e-06
955,40.0,48.0,88.0,0.09090909090909091,0,0,-10.0,-2.0,87.910220715,5.7999999999999995e-06
956,41.0,47.0,88.0,0.06818181818181818,1,1,-9.0,-3.0,87.918226476,6.2059e-05
957,42.0,46.0,88.0,0.045454545454545456,0,0,-8.0,-4.0,87.921967779,4.1e-06
958,43.0,45.0,88.0,0.022727272727272728,1,1,-7.0,-5.0,87.933794211,4.4e-06
959,44.0,44.0,88.0,0.0,0,0,-6.0,-6.0,87.941664,0.000322
960,45.0,43.0,88.0,-0.022727272727272728,1,1,-5.0,-7.0,87.960429,0.000429
961,32.0,57.0,89.0,0.2808988764044944,0,1,4.0,7.0,88.96453,0.000429
962,33.0,56.0,89.0,0.25842696629213485,1,0,5.0,6.0,88.950048,0.000322
963,34.0,55.0,89.0,0.23595505617977527,0,1,6.0,5.0,88.936669058,4.0030000000000005e-06
964,35.0,54.0,89.0,0.21348314606741572,1,0,7.0,4.0,88.926704558,3.504e-06
965,36.0,53.0,89.0,0.19101123595505617,0,1,8.0,3.0,88.917835449,2.3e-06
966,37.0,52.0,89.0,0.16853932584269662,1,0,9.0,2.0,88.912278136,5.825e-06
967,38.0,51.0,89.0,0.14606741573033707,0,1,10.0,1.0,88.907450808,9.8e-08
968,39.0,50.0,89.0,0.12359550561797752,1,0,-11.0,0.0,88.905838156,3.63e-07
969,40.0,49.0,89.0,0.10112359550561797,0,1,-10.0,-1.0,88.908879751,2.983e-06
970,41.0,48.0,89.0,0.07865168539325842,1,0,-9.0,-2.0,88.913444696,2.5367e-05
971,42.0,47.0,89.0,0.056179775280898875,0,1,-8.0,-3.0,88.919468149,4.2000000000000004e-06
972,43.0,46.0,89.0,0.033707865168539325,1,0,-7.0,-4.0,88.927648649,4.1e-06
973,44.0,45.0,89.0,0.011235955056179775,0,1,-6.0,-5.0,88.937337849,2.6e-05
974,45.0,44.0,89.0,-0.011235955056179775,1,0,-5.0,-6.0,88.950992,0.000387
975,32.0,58.0,90.0,0.28888888888888886,0,0,4.0,8.0,89.969436,0.000537
976,33.0,57.0,90.0,0.26666666666666666,1,1,5.0,7.0,89.955995,0.000429
977,34.0,56.0,90.0,0.24444444444444444,0,0,6.0,6.0,89.940096,0.000354
978,35.0,55.0,90.0,0.2222222222222222,1,1,7.0,5.0,89.931292848,3.604e-06
979,36.0,54.0,90.0,0.2,0,0,8.0,4.0,89.919527929,2e-06
980,37.0,53.0,90.0,0.17777777777777778,1,1,9.0,3.0,89.914797557,6.926e-06
981,38.0,52.0,90.0,0.15555555555555556,0,0,10.0,2.0,89.90772787,1.555e-06
982,39.0,51.0,90.0,0.13333333333333333,1,1,-11.0,1.0,89.907141749,3.79e-07
983,40.0,50.0,90.0,0.1111111111111111,0,0,-10.0,0.0,89.904698755,1.26e-07
984,41.0,49.0,90.0,0.08888888888888889,1,1,-9.0,-1.0,89.91125920100001,3.561e-06
985,42.0,48.0,90.0,0.06666666666666667,0,0,-8.0,-2.0,89.91393127,3.717e-06
986,43.0,47.0,90.0,0.044444444444444446,1,1,-7.0,-3.0,89.924073919,1.1e-06
987,44.0,46.0,90.0,0.022222222222222223,0,0,-6.0,-4.0,89.930344378,4.003999999999999e-06
988,45.0,45.0,90.0,0.0,1,1,-5.0,-5.0,89.944569,0.000215
989,46.0,44.0,90.0,-0.022222222222222223,0,0,-4.0,-6.0,89.95737,0.000429
990,33.0,58.0,91.0,0.27472527472527475,1,0,5.0,8.0,90.960816,0.000429
991,34.0,57.0,91.0,0.25274725274725274,0,1,6.0,7.0,90.9457,0.000465
992,35.0,56.0,91.0,0.23076923076923078,1,0,7.0,6.0,90.934398617,3.804e-06
993,36.0,55.0,91.0,0.2087912087912088,0,1,8.0,5.0,90.923806309,2.4e-06
994,37.0,54.0,91.0,0.18681318681318682,1,0,9.0,4.0,90.916537261,8.375e-06
995,38.0,53.0,91.0,0.16483516483516483,0,1,10.0,3.0,90.910195942,5.853e-06
