,Z,N,A,Pasym,ZPAR,NPAR,VZ,VN,MASS,U
0,0.0,1.0,1.0,1.0,0,1,-2.0,-1.0,1.0086649159,4.7e-10
1,1.0,0.0,1.0,-1.0,1,0,-1.0,-2.0,1.007825031898,1.4e-11
2,1.0,1.0,2.0,0.0,1,1,-1.0,-1.0,2.014101777844,1.5e-11
3,1.0,2.0,3.0,0.3333333333333333,1,0,-1.0,0.0,3.01604928132,8.000000000000001e-11
4,2.0,1.0,3.0,-0.3333333333333333,0,1,0.0,-1.0,3.01602932197,6e-11
5,3.0,0.0,3.0,-1.0,1,0,1.0,-2.0,3.030775,0.002147
6,1.0,3.0,4.0,0.5,1,1,-1.0,1.0,4.026431867,0.000107354
7,2.0,2.0,4.0,0.0,0,0,0.0,0.0,4.00260325413,1.6000000000000002e-10
8,3.0,1.0,4.0,-0.5,1,1,1.0,-1.0,4.027185561,0.000227733
9,1.0,4.0,5.0,0.6,1,0,-1.0,2.0,5.035311492,9.601999999999999e-05
10,2.0,3.0,5.0,0.2,0,1,0.0,1.0,5.012057224,2.147e-05
11,3.0,2.0,5.0,-0.2,1,0,1.0,0.0,5.0125378,5.3677e-05
12,4.0,1.0,5.0,-0.6,0,1,2.0,-1.0,5.03987,0.00215
13,1.0,5.0,6.0,0.6666666666666666,1,1,-1.0,-3.0,6.044955437,0.000272816
14,2.0,4.0,6.0,0.3333333333333333,0,0,0.0,2.0,6.018885889,5.7e-08
15,3.0,3.0,6.0,0.0,1,1,1.0,1.0,6.01512288742,1.55e-09
16,4.0,2.0,6.0,-0.3333333333333333,0,0,2.0,0.0,6.0197264090000004,5.848e-06
17,5.0,1.0,6.0,-0.6666666666666666,1,1,-3.0,-1.0,6.0508,0.00215
18,1.0,6.0,7.0,0.7142857142857143,1,0,-1.0,-2.0,7.052749,0.001078
19,2.0,5.0,7.0,0.42857142857142855,0,1,0.0,-3.0,7.027990652,8.115e-06
20,3.0,4.0,7.0,0.14285714285714285,1,0,1.0,2.0,7.01600343426,4.5e-09
21,4.0,3.0,7.0,-0.14285714285714285,0,1,2.0,1.0,7.016928714,7.599999999999999e-08
22,5.0,2.0,7.0,-0.42857142857142855,1,0,-3.0,0.0,7.029712,2.7e-05
23,2.0,6.0,8.0,0.5,0,0,0.0,-2.0,8.033934388,9.5e-08
24,3.0,5.0,8.0,0.25,1,1,1.0,-3.0,8.022486244,5.0000000000000004e-08
25,4.0,4.0,8.0,0.0,0,0,2.0,2.0,8.005305102,3.7e-08
26,5.0,3.0,8.0,-0.25,1,1,-3.0,1.0,8.024607315,1.073e-06
27,6.0,2.0,8.0,-0.5,0,0,-2.0,0.0,8.037643039,1.9584e-05
28,2.0,7.0,9.0,0.5555555555555556,0,1,0.0,-1.0,9.043946414,5.0259e-05
29,3.0,6.0,9.0,0.3333333333333333,1,0,1.0,-2.0,9.026790191,2.0000000000000002e-07
30,4.0,5.0,9.0,0.1111111111111111,0,1,2.0,-3.0,9.012183062,8.2e-08
31,5.0,4.0,9.0,-0.1111111111111111,1,0,-3.0,2.0,9.013329645,9.69e-07
32,6.0,3.0,9.0,-0.3333333333333333,0,1,-2.0,1.0,9.031037202,2.2930000000000003e-06
33,2.0,8.0,10.0,0.6,0,0,0.0,0.0,10.052815306,9.9676e-05
34,3.0,7.0,10.0,0.4,1,1,1.0,-1.0,10.035483453,1.3656000000000001e-05
35,4.0,6.0,10.0,0.2,0,0,2.0,-2.0,10.013534692,8.599999999999999e-08
36,5.0,5.0,10.0,0.0,1,1,-3.0,-3.0,10.012936862,1.6e-08
37,6.0,4.0,10.0,-0.2,0,0,-2.0,2.0,10.016853217,7.5e-08
38,7.0,3.0,10.0,-0.4,1,1,-1.0,1.0,10.04165354,0.00042941699999999997
39,3.0,8.0,11.0,0.45454545454545453,1,0,1.0,0.0,11.043723581,6.6e-07
40,4.0,7.0,11.0,0.2727272727272727,0,1,2.0,-1.0,11.02166108,2.55e-07
41,5.0,6.0,11.0,0.09090909090909091,1,0,-3.0,-2.0,11.009305166,1.2999999999999999e-08
42,6.0,5.0,11.0,-0.09090909090909091,0,1,-2.0,-3.0,11.011432597,6.4e-08
43,7.0,4.0,11.0,-0.2727272727272727,1,0,-1.0,2.0,11.026157593,5.368e-06
44,8.0,3.0,11.0,-0.45454545454545453,0,1,0.0,1.0,11.051249828,6.4453e-05
45,3.0,9.0,12.0,0.5,1,1,1.0,1.0,12.052613942,3.2213e-05
46,4.0,8.0,12.0,0.3333333333333333,0,0,2.0,0.0,12.026922082,2.048e-06
47,5.0,7.0,12.0,0.16666666666666666,1,1,-3.0,-1.0,12.014352638,1.418e-06
48,6.0,6.0,12.0,0.0,0,0,-2.0,-2.0,12.0,1e-12
49,7.0,5.0,12.0,-0.16666666666666666,1,1,-1.0,-3.0,12.01861318,1.073e-06
50,8.0,4.0,12.0,-0.3333333333333333,0,0,0.0,2.0,12.034367726,1.2882e-05
51,3.0,10.0,13.0,0.5384615384615384,1,0,1.0,2.0,13.061171503,7.515000000000001e-05
52,4.0,9.0,13.0,0.38461538461538464,0,1,2.0,1.0,13.036134506,1.0929e-05
53,5.0,8.0,13.0,0.23076923076923078,1,0,-3.0,0.0,13.017779981,1.073e-06
54,6.0,7.0,13.0,0.07692307692307693,0,1,-2.0,-1.0,13.00335483534,2.5e-10
55,7.0,6.0,13.0,-0.07692307692307693,1,0,-1.0,-2.0,13.005738609,2.8899999999999995e-07
56,8.0,5.0,13.0,-0.23076923076923078,0,1,0.0,-3.0,13.024815435,1.0226000000000002e-05
57,9.0,4.0,13.0,-0.38461538461538464,1,0,1.0,2.0,13.045121,0.000537
58,4.0,10.0,14.0,0.42857142857142855,0,0,2.0,2.0,14.04289292,0.00014197
59,5.0,9.0,14.0,0.2857142857142857,1,1,-3.0,1.0,14.02540401,2.2773e-05
60,6.0,8.0,14.0,0.14285714285714285,0,0,-2.0,0.0,14.00324198862,4.0299999999999995e-09
61,7.0,7.0,14.0,0.0,1,1,-1.0,-1.0,14.00307400425,2.4e-10
62,8.0,6.0,14.0,-0.14285714285714285,0,0,0.0,-2.0,14.008596706,2.7e-08
63,9.0,5.0,14.0,-0.2857142857142857,1,1,1.0,-3.0,14.034315196,4.4142000000000005e-05
64,4.0,11.0,15.0,0.4666666666666667,0,1,2.0,3.0,15.053490215,0.00017799000000000002
65,5.0,10.0,15.0,0.3333333333333333,1,0,-3.0,2.0,15.031087023,2.2575e-05
66,6.0,9.0,15.0,0.2,0,1,-2.0,1.0,15.010599256,8.58e-07
67,7.0,8.0,15.0,0.06666666666666667,1,0,-1.0,0.0,15.00010889827,6.2e-10
68,8.0,7.0,15.0,-0.06666666666666667,0,1,0.0,-1.0,15.003065636,5.26e-07
69,9.0,6.0,15.0,-0.2,1,0,1.0,-2.0,15.017785139,1.5029e-05
70,10.0,5.0,15.0,-0.3333333333333333,0,1,2.0,-3.0,15.043172977,7.158799999999999e-05
71,4.0,12.0,16.0,0.5,0,0,2.0,4.0,16.061672036,0.00017799000000000002
72,5.0,11.0,16.0,0.375,1,1,-3.0,3.0,16.039841045,2.6373e-05
73,6.0,10.0,16.0,0.25,0,0,-2.0,2.0,16.014701255,3.84e-06
74,7.0,9.0,16.0,0.125,1,1,-1.0,1.0,16.006101925,2.47e-06
75,8.0,8.0,16.0,0.0,0,0,0.0,0.0,15.99491461926,3.2000000000000003e-10
76,9.0,7.0,16.0,-0.125,1,1,1.0,-1.0,16.011460278,5.758e-06
77,10.0,6.0,16.0,-0.25,0,0,2.0,-2.0,16.02575086,2.1986e-05
78,5.0,12.0,17.0,0.4117647058823529,1,0,-3.0,4.0,17.046931399,0.00021911400000000002
79,6.0,11.0,17.0,0.29411764705882354,0,1,-2.0,3.0,17.02257865,1.8641e-05
80,7.0,10.0,17.0,0.17647058823529413,1,0,-1.0,2.0,17.008448876,1.6103e-05
81,8.0,9.0,17.0,0.058823529411764705,0,1,0.0,1.0,16.99913175595,6.9e-10
82,9.0,8.0,17.0,-0.058823529411764705,1,0,1.0,0.0,17.002095237,2.66e-07
83,10.0,7.0,17.0,-0.17647058823529413,0,1,2.0,-1.0,17.017713962,3.8e-07
84,11.0,6.0,17.0,-0.29411764705882354,1,0,3.0,-2.0,17.037273,6.4e-05
85,5.0,13.0,18.0,0.4444444444444444,1,1,-3.0,5.0,18.055601683,0.00021918
86,6.0,12.0,18.0,0.3333333333333333,0,0,-2.0,4.0,18.02675193,3.2206e-05
87,7.0,11.0,18.0,0.2222222222222222,1,1,-1.0,3.0,18.014077563,1.9934999999999998e-05
88,8.0,10.0,18.0,0.1111111111111111,0,0,0.0,2.0,17.99915961214,6.9e-10
89,9.0,9.0,18.0,0.0,1,1,1.0,1.0,18.000937324,4.97e-07
90,10.0,8.0,18.0,-0.1111111111111111,0,0,2.0,0.0,18.005708696,3.9e-07
91,11.0,7.0,18.0,-0.2222222222222222,1,1,3.0,-1.0,18.026879388,0.00010078499999999999
92,5.0,14.0,19.0,0.47368421052631576,1,0,-3.0,-6.0,19.064166,0.000564
93,6.0,13.0,19.0,0.3684210526315789,0,1,-2.0,5.0,19.034797594,0.000105625
94,7.0,12.0,19.0,0.2631578947368421,1,0,-1.0,4.0,19.017022389,1.761e-05
95,8.0,11.0,19.0,0.15789473684210525,0,1,0.0,3.0,19.003577969,2.83e-06
96,9.0,10.0,19.0,0.05263157894736842,1,0,1.0,2.0,18.99840316207,8.800000000000001e-10
97,10.0,9.0,19.0,-0.05263157894736842,0,1,2.0,1.0,19.001880906,1.71e-07
98,11.0,8.0,19.0,-0.15789473684210525,1,0,3.0,0.0,19.013880264,1.1309e-05
99,12.0,7.0,19.0,-0.2631578947368421,0,1,4.0,-1.0,19.03417992,6.4413e-05
100,5.0,15.0,20.0,0.5,1,1,-3.0,-5.0,20.074505644,0.0005865380000000001
101,6.0,14.0,20.0,0.4,0,0,-2.0,-6.0,20.040261732,0.000247585
102,7.0,13.0,20.0,0.3,1,1,-1.0,5.0,20.023367295,8.4696e-05
103,8.0,12.0,20.0,0.2,0,0,0.0,4.0,20.004075357,9.499999999999999e-07
104,9.0,11.0,20.0,0.1,1,1,1.0,3.0,19.999981252,3.1e-08
105,10.0,10.0,20.0,0.0,0,0,2.0,2.0,19.99244017525,1.65e-09
106,11.0,9.0,20.0,-0.1,1,1,3.0,1.0,20.007354301,1.19e-06
107,12.0,8.0,20.0,-0.2,0,0,4.0,0.0,20.018763075,2e-06
108,5.0,16.0,21.0,0.5238095238095238,1,0,-3.0,-4.0,21.084147485,0.00059975
109,6.0,15.0,21.0,0.42857142857142855,0,1,-2.0,-5.0,21.049,0.00064
110,7.0,14.0,21.0,0.3333333333333333,1,0,-1.0,-6.0,21.027087573,0.00014390600000000001
111,8.0,13.0,21.0,0.23809523809523808,0,1,0.0,5.0,21.008654948,1.2882e-05
112,9.0,12.0,21.0,0.14285714285714285,1,0,1.0,4.0,20.999948893,1.932e-06
113,10.0,11.0,21.0,0.047619047619047616,0,1,2.0,3.0,20.993846685,4.1e-08
114,11.0,10.0,21.0,-0.047619047619047616,1,0,3.0,2.0,20.997654459,4.5e-08
115,12.0,9.0,21.0,-0.14285714285714285,0,1,4.0,1.0,21.011705764,8.100000000000001e-07
116,13.0,8.0,21.0,-0.23809523809523808,1,0,5.0,0.0,21.029082,0.000644
117,6.0,16.0,22.0,0.45454545454545453,0,0,-2.0,-4.0,22.05755399,0.000248515
118,7.0,15.0,22.0,0.36363636363636365,1,1,-1.0,-5.0,22.034100918,0.00022306
119,8.0,14.0,22.0,0.2727272727272727,0,0,0.0,-6.0,22.009965744,6.1107e-05
120,9.0,13.0,22.0,0.18181818181818182,1,1,1.0,5.0,22.002998812,1.3310000000000001e-05
121,10.0,12.0,22.0,0.09090909090909091,0,0,2.0,4.0,21.991385113,1.8e-08
122,11.0,11.0,22.0,0.0,1,1,3.0,3.0,21.994437547,1.4099999999999998e-07
123,12.0,10.0,22.0,-0.09090909090909091,0,0,4.0,2.0,21.999570597,1.7000000000000001e-07
124,13.0,9.0,22.0,-0.18181818181818182,1,1,5.0,1.0,22.01954,0.00043
125,14.0,8.0,22.0,-0.2727272727272727,0,0,-6.0,0.0,22.036114,0.000537
126,6.0,17.0,23.0,0.4782608695652174,0,1,-2.0,-3.0,23.06889,0.00107
127,7.0,16.0,23.0,0.391304347826087,1,0,-1.0,-4.0,23.039421,0.0004515
128,8.0,15.0,23.0,0.30434782608695654,0,1,0.0,-5.0,23.015696686,0.00013066300000000002
129,9.0,14.0,23.0,0.21739130434782608,1,0,1.0,-6.0,23.003526875,3.5770000000000005e-05
130,10.0,13.0,23.0,0.13043478260869565,0,1,2.0,5.0,22.994466905,1.12e-07
131,11.0,12.0,23.0,0.043478260869565216,1,0,3.0,4.0,22.98976928195,1.94e-09
132,12.0,11.0,23.0,-0.043478260869565216,0,1,4.0,3.0,22.994123768,3.4e-08
133,13.0,10.0,23.0,-0.13043478260869565,1,0,5.0,2.0,23.007244351,3.7e-07
134,14.0,9.0,23.0,-0.21739130434782608,0,1,-6.0,1.0,23.025711,0.000537
135,7.0,17.0,24.0,0.4166666666666667,1,1,-1.0,-3.0,24.05039,0.00043
136,8.0,16.0,24.0,0.3333333333333333,0,0,0.0,-4.0,24.019861,0.000177
137,9.0,15.0,24.0,0.25,1,1,1.0,-5.0,24.00809937,0.000104853
138,10.0,14.0,24.0,0.16666666666666666,0,0,2.0,-6.0,23.993610649,5.5e-07
139,11.0,13.0,24.0,0.08333333333333333,1,1,3.0,5.0,23.990963012,1.7e-08
140,12.0,12.0,24.0,0.0,0,0,4.0,4.0,23.985041689,1.2999999999999999e-08
141,13.0,11.0,24.0,-0.08333333333333333,1,1,5.0,3.0,23.999947598,2.44e-07
142,14.0,10.0,24.0,-0.16666666666666666,0,0,-6.0,2.0,24.01153543,2.0904e-05
143,15.0,9.0,24.0,-0.25,1,1,-5.0,1.0,24.036522,0.000537
144,7.0,18.0,25.0,0.44,1,0,-1.0,-2.0,25.0601,0.00054
145,8.0,17.0,25.0,0.36,0,1,0.0,-3.0,25.029338919,0.00017722499999999998
146,9.0,16.0,25.0,0.28,1,0,1.0,-4.0,25.012167727,0.00010353499999999999
147,10.0,15.0,25.0,0.2,0,1,2.0,-5.0,24.997814797,3.1181e-05
148,11.0,14.0,25.0,0.12,1,0,3.0,-6.0,24.989953974,1.288e-06
149,12.0,13.0,25.0,0.04,0,1,4.0,5.0,24.985836966,5.0000000000000004e-08
150,13.0,12.0,25.0,-0.04,1,0,5.0,4.0,24.990428308,6.900000000000001e-08
151,14.0,11.0,25.0,-0.12,0,1,-6.0,3.0,25.004108798,1.0735e-05
152,15.0,10.0,25.0,-0.2,1,0,-5.0,2.0,25.021675,0.000429
153,8.0,18.0,26.0,0.38461538461538464,0,0,0.0,-2.0,26.037210155,0.000177081
154,9.0,17.0,26.0,0.3076923076923077,1,1,1.0,-3.0,26.020048065,0.000114898
155,10.0,16.0,26.0,0.23076923076923078,0,0,2.0,-4.0,26.000516496,1.9784e-05
156,11.0,15.0,26.0,0.15384615384615385,1,1,3.0,-5.0,25.992634649,3.759e-06
157,12.0,14.0,26.0,0.07692307692307693,0,0,4.0,-6.0,25.982592972,3.1e-08
158,13.0,13.0,26.0,0.0,1,1,5.0,5.0,25.986891876,7.099999999999999e-08
159,14.0,12.0,26.0,-0.07692307692307693,0,0,-6.0,4.0,25.992333818,1.1500000000000001e-07
160,15.0,11.0,26.0,-0.15384615384615385,1,1,-5.0,3.0,26.01178,0.00021
161,16.0,10.0,26.0,-0.23076923076923078,0,0,-4.0,2.0,26.029716,0.000644
162,8.0,19.0,27.0,0.4074074074074074,0,1,0.0,-1.0,27.047955,0.000537
163,9.0,18.0,27.0,0.3333333333333333,1,0,1.0,-2.0,27.026981897,0.000129037
164,10.0,17.0,27.0,0.25925925925925924,0,1,2.0,-3.0,27.007569462,9.7445e-05
165,11.0,16.0,27.0,0.18518518518518517,1,0,3.0,-4.0,26.994076408,4e-06
166,12.0,15.0,27.0,0.1111111111111111,0,1,4.0,-5.0,26.984340647,5.0000000000000004e-08
167,13.0,14.0,27.0,0.037037037037037035,1,0,5.0,-6.0,26.981538408,5.0000000000000004e-08
168,14.0,13.0,27.0,-0.037037037037037035,0,1,-6.0,5.0,26.986704687,1.1500000000000001e-07
169,15.0,12.0,27.0,-0.1111111111111111,1,0,-5.0,4.0,26.999292499,9.662e-06
170,16.0,11.0,27.0,-0.18518518518518517,0,1,-4.0,3.0,27.018777,0.00043
171,8.0,20.0,28.0,0.42857142857142855,0,0,0.0,0.0,28.05591,0.00075
172,9.0,19.0,28.0,0.35714285714285715,1,1,1.0,-1.0,28.035860448,0.00012919800000000002
173,10.0,18.0,28.0,0.2857142857142857,0,0,2.0,-2.0,28.012130767,0.000135339
174,11.0,17.0,28.0,0.21428571428571427,1,1,3.0,-3.0,27.998939,1.1e-05
175,12.0,16.0,28.0,0.14285714285714285,0,0,4.0,-4.0,27.983875426,2.8e-07
176,13.0,15.0,28.0,0.07142857142857142,1,1,5.0,-5.0,27.981910009,5.1999999999999996e-08
177,14.0,14.0,28.0,0.0,0,0,-6.0,-6.0,27.97692653442,5.500000000000001e-10
178,15.0,13.0,28.0,-0.07142857142857142,1,1,-5.0,5.0,27.99232646,1.2310000000000002e-06
179,16.0,12.0,28.0,-0.14285714285714285,0,0,-4.0,4.0,28.004372762,0.000171767
180,17.0,11.0,28.0,-0.21428571428571427,1,1,-3.0,3.0,28.030349,0.000537
181,9.0,20.0,29.0,0.3793103448275862,1,0,1.0,0.0,29.043103,0.000564
182,10.0,19.0,29.0,0.3103448275862069,0,1,2.0,-1.0,29.019753,0.0001605
183,11.0,18.0,29.0,0.2413793103448276,1,0,3.0,-2.0,29.002877091,7.876e-06
184,12.0,17.0,29.0,0.1724137931034483,0,1,4.0,-3.0,28.988607163,3.69e-07
185,13.0,16.0,29.0,0.10344827586206896,1,0,5.0,-4.0,28.980453164,3.7e-07
186,14.0,15.0,29.0,0.034482758620689655,0,1,-6.0,-5.0,28.97649466434,6e-10
187,15.0,14.0,29.0,-0.034482758620689655,1,0,-5.0,-6.0,28.981800368000002,3.85e-07
188,16.0,13.0,29.0,-0.10344827586206896,0,1,-4.0,5.0,28.996678,1.4e-05
189,17.0,12.0,29.0,-0.1724137931034483,1,0,-3.0,4.0,29.015053,0.000203
190,18.0,11.0,29.0,-0.2413793103448276,0,1,-2.0,3.0,29.040761,0.000471
191,9.0,21.0,30.0,0.4,1,1,1.0,1.0,30.052561,0.000537
192,10.0,20.0,30.0,0.3333333333333333,0,0,2.0,0.0,30.024992235,0.000271875
193,11.0,19.0,30.0,0.26666666666666666,1,1,3.0,-1.0,30.009097931,5.074e-06
194,12.0,18.0,30.0,0.2,0,0,4.0,-2.0,29.990465454,1.3899999999999998e-06
195,13.0,17.0,30.0,0.13333333333333333,1,1,5.0,-3.0,29.982969171,2.0769999999999998e-06
196,14.0,16.0,30.0,0.06666666666666667,0,0,-6.0,-4.0,29.973770137,2.3e-08
197,15.0,15.0,30.0,0.0,1,1,-5.0,-5.0,29.97831349,6.900000000000001e-08
198,16.0,14.0,30.0,-0.06666666666666667,0,0,-4.0,-6.0,29.98490677,2.21e-07
199,17.0,13.0,30.0,-0.13333333333333333,1,1,-3.0,5.0,30.005018333,2.5631e-05
200,18.0,12.0,30.0,-0.2,0,0,-2.0,4.0,30.023694,0.000192
201,9.0,22.0,31.0,0.41935483870967744,1,0,1.0,2.0,31.061023,0.000574
202,10.0,21.0,31.0,0.3548387096774194,0,1,2.0,1.0,31.033474816,0.000285772
203,11.0,20.0,31.0,0.2903225806451613,1,0,3.0,0.0,31.013146654,1.5e-05
204,12.0,19.0,31.0,0.22580645161290322,0,1,4.0,-1.0,30.996648232,3.2999999999999997e-06
205,13.0,18.0,31.0,0.16129032258064516,1,0,5.0,-2.0,30.983949754,2.4e-06
206,14.0,17.0,31.0,0.0967741935483871,0,1,-6.0,-3.0,30.975363196,4.6e-08
207,15.0,16.0,31.0,0.03225806451612903,1,0,-5.0,-4.0,30.97376199768,8e-10
208,16.0,15.0,31.0,-0.03225806451612903,0,1,-4.0,-5.0,30.979557002,2.46e-07
209,17.0,14.0,31.0,-0.0967741935483871,1,0,-3.0,-6.0,30.992448097,3.7e-06
210,18.0,13.0,31.0,-0.16129032258064516,0,1,-2.0,5.0,31.012158,0.000215
211,19.0,12.0,31.0,-0.22580645161290322,1,0,-1.0,4.0,31.03678,0.000322
212,10.0,22.0,32.0,0.375,0,0,2.0,2.0,32.03972,0.00054
213,11.0,21.0,32.0,0.3125,1,1,3.0,1.0,32.020011024,4e-05
214,12.0,20.0,32.0,0.25,0,0,4.0,0.0,31.999110138,3.5e-06
215,13.0,19.0,32.0,0.1875,1,1,5.0,-1.0,31.988084338,7.7e-06
216,14.0,18.0,32.0,0.125,0,0,-6.0,-2.0,31.974151538,3.2e-07
217,15.0,17.0,32.0,0.0625,1,1,-5.0,-3.0,31.973907643,4.2000000000000006e-08
218,16.0,16.0,32.0,0.0,0,0,-4.0,-4.0,31.97207117354,1.41e-09
219,17.0,15.0,32.0,-0.0625,1,1,-3.0,-5.0,31.985684605,6.03e-07
220,18.0,14.0,32.0,-0.125,0,0,-2.0,-6.0,31.997637824,1.8999999999999998e-06
221,19.0,13.0,32.0,-0.1875,1,1,-1.0,5.0,32.023607,0.000429
222,10.0,23.0,33.0,0.3939393939393939,0,1,2.0,3.0,33.049523,0.000644
223,11.0,22.0,33.0,0.3333333333333333,1,0,3.0,2.0,33.025529,0.000483
224,12.0,21.0,33.0,0.2727272727272727,0,1,4.0,1.0,33.005327862,2.859e-06
225,13.0,20.0,33.0,0.21212121212121213,1,0,5.0,0.0,32.990877685,7.5e-06
226,14.0,19.0,33.0,0.15151515151515152,0,1,-6.0,-1.0,32.977976964,7.5e-07
227,15.0,18.0,33.0,0.09090909090909091,1,0,-5.0,-2.0,32.971725692,1.17e-06
228,16.0,17.0,33.0,0.030303030303030304,0,1,-4.0,-3.0,32.97145890862,1.44e-09
229,17.0,16.0,33.0,-0.030303030303030304,1,0,-3.0,-4.0,32.977451988,4.19e-07
230,18.0,15.0,33.0,-0.09090909090909091,0,1,-2.0,-5.0,32.989925545,4.3e-07
231,19.0,14.0,33.0,-0.15151515151515152,1,0,-1.0,-6.0,33.008095,0.000215
232,20.0,13.0,33.0,-0.21212121212121213,0,1,0.0,5.0,33.033312,0.000429
233,10.0,24.0,34.0,0.4117647058823529,0,0,2.0,-4.0,34.056728,0.000551
234,11.0,23.0,34.0,0.35294117647058826,1,1,3.0,3.0,34.03401,0.0006435
235,12.0,22.0,34.0,0.29411764705882354,0,0,4.0,2.0,34.008935455,7.4e-06
236,13.0,21.0,34.0,0.23529411764705882,1,1,5.0,1.0,33.996781924,2.259e-06
237,14.0,20.0,34.0,0.17647058823529413,0,0,-6.0,0.0,33.978538045,8.6e-07
238,15.0,19.0,34.0,0.11764705882352941,1,1,-5.0,-1.0,33.973645886,8.7e-07
239,16.0,18.0,34.0,0.058823529411764705,0,0,-4.0,-2.0,33.967867011,4.7e-08
240,17.0,17.0,34.0,0.0,1,1,-3.0,-3.0,33.97376249,5.1999999999999996e-08
241,18.0,16.0,34.0,-0.058823529411764705,0,0,-2.0,-4.0,33.980270092,8.3e-08
242,19.0,15.0,34.0,-0.11764705882352941,1,1,-1.0,-5.0,33.99869,0.00021
243,20.0,14.0,34.0,-0.17647058823529413,0,0,0.0,-6.0,34.015985,0.000322
244,11.0,24.0,35.0,0.37142857142857144,1,0,3.0,-4.0,35.040614,0.00072
245,12.0,23.0,35.0,0.3142857142857143,0,1,4.0,3.0,35.01679,0.0002895
246,13.0,22.0,35.0,0.2571428571428571,1,0,5.0,2.0,34.999759816,7.9e-06
247,14.0,21.0,35.0,0.2,0,1,-6.0,1.0,34.984550111,3.8494e-05
248,15.0,20.0,35.0,0.14285714285714285,1,0,-5.0,0.0,34.973314045,2.003e-06
249,16.0,19.0,35.0,0.08571428571428572,0,1,-4.0,-1.0,34.969032321,4.2999999999999995e-08
250,17.0,18.0,35.0,0.02857142857142857,1,0,-3.0,-2.0,34.968852694,3.7999999999999996e-08
251,18.0,17.0,35.0,-0.02857142857142857,0,1,-2.0,-3.0,34.975257719,7.3e-07
252,19.0,16.0,35.0,-0.08571428571428572,1,0,-1.0,-4.0,34.988005406,5.5e-07
253,20.0,15.0,35.0,-0.14285714285714285,0,1,0.0,-5.0,35.005572,0.000215
254,21.0,14.0,35.0,-0.2,1,0,1.0,-6.0,35.029093,0.000429
255,11.0,25.0,36.0,0.3888888888888889,1,1,3.0,-3.0,36.049279,0.000737
256,12.0,24.0,36.0,0.3333333333333333,0,0,4.0,-4.0,36.021879,0.000741
257,13.0,23.0,36.0,0.2777777777777778,1,1,5.0,3.0,36.006388,0.0001605
258,14.0,22.0,36.0,0.2222222222222222,0,0,-6.0,2.0,35.986649271,7.7077e-05
259,15.0,21.0,36.0,0.16666666666666666,1,1,-5.0,1.0,35.97825961,1.4078e-05
260,16.0,20.0,36.0,0.1111111111111111,0,0,-4.0,0.0,35.967080692,2.01e-07
261,17.0,19.0,36.0,0.05555555555555555,1,1,-3.0,-1.0,35.968306822,3.7999999999999996e-08
262,18.0,18.0,36.0,0.0,0,0,-2.0,-2.0,35.967545106,2.8e-08
263,19.0,17.0,36.0,-0.05555555555555555,1,1,-1.0,-3.0,35.981301887,3.4899999999999996e-07
264,20.0,16.0,36.0,-0.1111111111111111,0,0,0.0,-4.0,35.993074388,4.2941e-05
265,21.0,15.0,36.0,-0.16666666666666666,1,1,1.0,-5.0,36.017338,0.000322
266,11.0,26.0,37.0,0.40540540540540543,1,0,3.0,-2.0,37.057042,0.000737
267,12.0,25.0,37.0,0.35135135135135137,0,1,4.0,-3.0,37.030286265,0.00075035
268,13.0,24.0,37.0,0.2972972972972973,1,0,5.0,-4.0,37.010531,0.0001935
269,14.0,23.0,37.0,0.24324324324324326,0,1,-6.0,3.0,36.992945191,0.000122179
270,15.0,22.0,37.0,0.1891891891891892,1,0,-5.0,2.0,36.979606942,4.0738e-05
271,16.0,21.0,37.0,0.13513513513513514,0,1,-4.0,1.0,36.9711255,2.12e-07
272,17.0,20.0,37.0,0.08108108108108109,1,0,-3.0,0.0,36.965902573,5.5e-08
273,18.0,19.0,37.0,0.02702702702702703,0,1,-2.0,-1.0,36.966776301,2.21e-07
274,19.0,18.0,37.0,-0.02702702702702703,1,0,-1.0,-2.0,36.97337589,1.0000000000000001e-07
275,20.0,17.0,37.0,-0.08108108108108109,0,1,0.0,-3.0,36.985897849,6.800000000000001e-07
276,21.0,16.0,37.0,-0.13513513513513514,1,0,1.0,-4.0,37.004058,0.000322
277,22.0,15.0,37.0,-0.1891891891891892,0,1,2.0,-5.0,37.027021,0.000429
278,11.0,27.0,38.0,0.42105263157894735,1,1,3.0,-1.0,38.066458,0.000768
279,12.0,26.0,38.0,0.3684210526315789,0,0,4.0,-2.0,38.03658,0.00054
280,13.0,25.0,38.0,0.3157894736842105,1,1,5.0,-3.0,38.017681,0.000161
281,14.0,24.0,38.0,0.2631578947368421,0,0,-6.0,-4.0,37.995523,0.0001125
282,15.0,23.0,38.0,0.21052631578947367,1,1,-5.0,3.0,37.984303105,7.791800000000001e-05
283,16.0,22.0,38.0,0.15789473684210525,0,0,-4.0,2.0,37.9711633,7.699e-06
284,17.0,21.0,38.0,0.10526315789473684,1,1,-3.0,1.0,37.968010408,1.05e-07
285,18.0,20.0,38.0,0.05263157894736842,0,0,-2.0,0.0,37.962732102,2.0899999999999998e-07
286,19.0,19.0,38.0,0.0,1,1,-1.0,-1.0,37.969081114,2.0899999999999998e-07
287,20.0,18.0,38.0,-0.05263157894736842,0,0,0.0,-2.0,37.976319223,2.0799999999999998e-07
